2233;142;7
2233;144;3
2233;146;2
2233;147;2
2233;134;2
2233;135;4
2233;164;5
2233;165;4
2233;166;5
2233;136;1.609438
2233;149;1
2233;150;3
2233;151;5
2233;155;12
2233;163;12
2234;162;23
2234;129;24
2234;130;38
2234;131;18
2234;132;42
2234;133;19
2234;137;3
2234;138;1
2234;139;1
2234;140;1
2234;141;8
2234;142;17
2234;143;1
2234;144;3
2234;146;3
2234;147;2
2234;148;2
2234;134;3
2234;135;5
2234;164;6
2234;165;5
2234;166;6
2234;136;1.609438
2234;149;5
2234;150;4
2234;151;7
2234;152;2
2234;154;8
2234;155;12
2234;156;4
2234;163;20
2235;162;31
2235;129;39
2235;130;60
2235;131;26
2235;132;66
2235;133;13
2235;137;3
2235;138;1
2235;139;1
2235;140;2
2235;141;11
2235;142;23
2235;144;6
2235;146;3
2235;147;1
2235;148;3
2235;134;3
2235;135;7
2235;164;14
2235;165;7
2235;166;14
2235;136;2.708050
2235;149;5
2235;150;6
2235;151;9
2235;152;3
2235;153;6
2235;154;12
2235;155;12
2235;156;8
2235;163;24
2236;162;16
2236;129;17
2236;130;16
2236;131;13
2236;132;16
2236;133;6
2236;137;5
2236;141;5
2236;142;9
2236;144;1
2236;146;2
2236;147;1
2236;148;1
2236;134;2
2236;135;2
2236;164;3
2236;165;2
2236;166;3
2236;136;0.693147
2236;150;1
2236;151;3
2236;152;1
2236;154;4
2236;155;20
2236;163;24
2237;162;46
2237;129;56
2237;130;71
2237;131;33
2237;132;73
2237;133;13
2237;137;2
2237;141;12
2237;142;35
2237;143;2
2237;144;8
2237;145;3
2237;146;5
2237;147;2
2237;148;4
2237;134;3
2237;135;14
2237;164;16
2237;165;14
2237;166;16
2237;136;4.394449
2237;149;1
2237;150;13
2237;151;16
2237;152;3
2237;154;16
2237;155;8
2237;163;24
2238;162;7
2238;129;7
2238;130;10
2238;131;6
2238;132;18
2238;133;8
2238;137;2
2238;141;4
2238;142;4
2238;146;1
2238;147;1
2238;135;1
2238;164;1
2238;165;1
2238;166;1
2238;155;8
2238;163;8
2239;162;19
2239;129;21
2239;130;29
2239;131;13
2239;132;27
2239;133;7
2239;137;1
2239;138;2
2239;139;2
2239;140;4
2239;141;10
2239;142;16
2239;144;3
2239;146;2
2239;147;1
2239;148;2
2239;134;1
2239;135;4
2239;164;4
2239;165;4
2239;166;4
2239;136;1.791760
2239;149;6
2239;150;3
2239;151;4
2239;152;2
2239;154;8
2239;155;4
2239;156;16
2239;163;12
2240;162;442
2240;129;312
2240;130;597
2240;131;84
2240;132;822
2240;133;30
2240;137;2
2240;138;10
2240;139;28
2240;140;61
2240;141;134
2240;142;217
2240;143;3
2240;144;56
2240;145;12
2240;146;6
2240;147;3
2240;148;10
2240;134;11
2240;135;74
2240;164;98
2240;165;72
2240;166;96
2240;136;19.893534
2240;149;16
2240;150;71
2240;151;73
2240;152;10
2240;153;10
2240;154;40
2240;155;8
2240;156;236
2240;160;5
2240;163;24
2241;162;23
2241;129;29
2241;130;52
2241;131;19
2241;132;97
2241;133;12
2241;137;1
2241;138;5
2241;139;5
2241;140;10
2241;141;11
2241;142;21
2241;144;6
2241;146;2
2241;147;1
2241;148;1
2241;134;3
2241;135;8
2241;164;15
2241;165;4
2241;166;11
2241;136;2.890372
2241;149;1
2241;150;6
2241;151;9
2241;152;1
2241;154;4
2241;155;4
2241;163;8
2242;162;39
2242;129;54
2242;130;120
2242;131;33
2242;132;180
2242;133;15
2242;137;2
2242;138;7
2242;139;12
2242;140;34
2242;141;22
2242;142;32
2242;144;3
2242;146;2
2242;147;1
2242;148;3
2242;134;4
2242;135;4
2242;164;9
2242;165;4
2242;166;9
2242;136;1.386294
2242;149;8
2242;150;3
2242;151;7
2242;152;3
2242;154;12
2242;155;8
2242;156;76
2242;163;20
2243;162;20
2243;129;26
2243;130;34
2243;131;17
2243;132;27
2243;133;8
2243;137;3
2243;138;3
2243;139;3
2243;140;9
2243;141;7
2243;142;14
2243;144;4
2243;145;1
2243;146;3
2243;147;1
2243;148;1
2243;134;2
2243;135;5
2243;164;5
2243;165;5
2243;166;5
2243;136;2.079442
2243;149;2
2243;150;5
2243;151;6
2243;152;1
2243;154;4
2243;155;12
2243;156;36
2243;163;16
2244;162;17
2244;129;27
2244;130;44
2244;131;30
2244;132;59
2244;133;11
2244;137;1
2244;138;1
2244;139;1
2244;140;3
2244;141;15
2244;142;15
2244;146;1
2244;147;1
2244;135;1
2244;164;1
2244;165;1
2244;166;1
2244;153;4
2244;155;4
2244;156;12
2244;163;4
2245;162;53
2245;129;142
2245;130;109
2245;131;29
2245;132;145
2245;133;24
2245;137;2
2245;141;15
2245;142;39
2245;143;2
2245;144;6
2245;146;4
2245;147;2
2245;148;12
2245;134;2
2245;135;10
2245;164;22
2245;165;10
2245;166;22
2245;136;4.158883
2245;149;3
2245;150;8
2245;151;12
2245;152;12
2245;154;42
2245;155;8
2245;163;50
2246;162;75
2246;129;143
2246;130;174
2246;131;38
2246;132;215
2246;133;28
2246;137;1
2246;138;3
2246;139;4
2246;140;12
2246;141;36
2246;142;61
2246;143;4
2246;144;12
2246;145;2
2246;146;5
2246;147;3
2246;148;8
2246;135;19
2246;164;22
2246;165;19
2246;166;22
2246;136;6.406880
2246;149;6
2246;150;18
2246;151;18
2246;152;7
2246;154;32
2246;155;4
2246;156;48
2246;163;32
2247;162;38
2247;129;56
2247;130;149
2247;131;30
2247;132;173
2247;133;17
2247;137;2
2247;138;3
2247;139;9
2247;140;21
2247;141;35
2247;142;58
2247;143;1
2247;144;12
2247;146;4
2247;147;2
2247;148;2
2247;134;7
2247;135;22
2247;164;24
2247;165;10
2247;166;12
2247;136;4.736198
2247;149;7
2247;150;13
2247;151;21
2247;152;2
2247;153;11
2247;154;8
2247;155;8
2247;156;84
2247;160;8
2247;163;16
2248;162;258
2248;129;95
2248;130;224
2248;131;52
2248;132;333
2248;133;27
2248;137;2
2248;138;4
2248;139;8
2248;140;18
2248;141;49
2248;142;76
2248;143;2
2248;144;13
2248;145;2
2248;146;5
2248;147;2
2248;148;5
2248;134;6
2248;135;24
2248;164;27
2248;165;14
2248;166;17
2248;136;5.894403
2248;149;9
2248;150;17
2248;151;22
2248;152;5
2248;153;12
2248;154;12
2248;155;8
2248;156;72
2248;160;6
2248;163;19
2249;162;276
2249;129;124
2249;130;288
2249;131;60
2249;132;411
2249;133;29
2249;137;2
2249;138;4
2249;139;10
2249;140;23
2249;141;65
2249;142;100
2249;143;2
2249;144;18
2249;145;2
2249;146;6
2249;147;3
2249;148;7
2249;134;7
2249;135;30
2249;164;37
2249;165;19
2249;166;26
2249;136;7.057037
2249;149;10
2249;150;22
2249;151;28
2249;152;7
2249;153;13
2249;154;17
2249;155;8
2249;156;92
2249;160;6
2249;163;23
2250;162;56
2250;129;68
2250;130;192
2250;131;45
2250;132;256
2250;133;24
2250;137;2
2250;138;3
2250;139;7
2250;140;16
2250;141;47
2250;142;75
2250;143;2
2250;144;13
2250;145;1
2250;146;5
2250;147;2
2250;148;7
2250;134;6
2250;135;23
2250;164;35
2250;165;13
2250;166;25
2250;136;5.616771
2250;149;11
2250;150;16
2250;151;22
2250;152;6
2250;153;12
2250;154;20
2250;155;8
2250;156;64
2250;160;6
2250;163;27
2251;162;30
2251;129;34
2251;130;107
2251;131;32
2251;132;127
2251;133;14
2251;137;2
2251;138;3
2251;139;7
2251;140;16
2251;141;30
2251;142;49
2251;143;1
2251;144;9
2251;146;5
2251;147;2
2251;148;2
2251;134;6
2251;135;17
2251;164;17
2251;165;8
2251;166;8
2251;136;3.496508
2251;149;9
2251;150;10
2251;151;17
2251;152;2
2251;153;9
2251;154;5
2251;155;8
2251;156;64
2251;160;6
2251;163;13
2252;7;601
2254;7;726
2295;7;129
2252;39;109
2252;12;2480
2252;40;14
2252;18;4
2252;13;73
2252;11;42
2252;15;1
2252;14;3
2252;16;3
2252;44;741934784
2254;39;113
2254;12;1704
2254;40;179
2254;18;2
2254;13;60
2254;11;31
2254;14;92
2254;16;2
2254;44;1726443136
2295;39;19
2295;12;271
2295;40;8
2295;18;1
2295;13;14
2295;11;4
2295;14;3
2295;16;1
2295;44;2278180608
2254;47;0.000001
2254;8;1
2254;34;0.062973
2318;84;10
2318;65;10
2318;68;8
2318;72;8
2318;78;3
2318;79;1
2318;81;32
2295;47;0.000001
2295;19;4
2295;20;4
2295;23;1
2295;25;52
2295;26;54
2295;27;4
2295;28;4
2295;29;4
2295;30;6
2295;31;26
2295;32;4
2295;33;14
2295;34;0.074708
2295;38;108.149574
2537;162;9
2537;129;9
2537;130;20
2537;131;9
2537;132;26
2537;133;10
2537;137;3
2537;138;1
2537;139;1
2537;140;5
2537;141;3
2537;142;6
2537;146;1
2537;147;1
2537;148;2
2537;134;1
2537;135;1
2537;164;1
2537;165;1
2537;166;1
2537;151;1
2537;152;2
2537;154;8
2537;155;12
2537;156;20
2537;163;20
2538;162;4
2538;129;4
2538;130;7
2538;131;6
2538;132;3
2538;133;3
2538;137;4
2538;138;1
2538;139;1
2538;140;5
2538;142;1
2538;146;1
2538;134;1
2538;135;1
2538;164;1
2538;165;1
2538;166;1
2538;151;1
2538;155;16
2538;156;20
2538;163;16
2539;162;9
2539;129;9
2539;130;19
2539;131;10
2539;132;24
2539;133;10
2539;137;4
2539;138;1
2539;139;1
2539;140;5
2539;141;3
2539;142;6
2539;146;1
2539;147;1
2539;148;2
2539;134;1
2539;135;1
2539;164;1
2539;165;1
2539;166;1
2539;151;1
2539;152;2
2539;154;8
2539;155;16
2539;156;20
2539;163;24
2540;162;4
2540;129;4
2540;130;6
2540;131;6
2540;132;1
2540;133;1
2540;137;5
2540;138;1
2540;139;1
2540;140;5
2540;142;1
2540;146;1
2540;134;1
2540;135;1
2540;164;1
2540;165;1
2540;166;1
2540;151;1
2540;155;20
2540;156;20
2540;163;20
2252;47;0.000001
2252;10;5
2252;19;11
2252;20;112
2252;21;72
2252;22;8
2252;23;4
2252;25;1074
2252;26;851
2252;27;78
2252;28;70
2252;29;29
2252;30;280
2252;31;471
2252;32;28
2252;33;378
2252;35;36
2252;24;40.725784
2252;34;1
2252;38;1003.506470
2252;41;32
2252;42;6
2252;43;18
2611;162;18
2611;129;22
2611;130;55
2611;131;26
2611;132;36
2611;133;8
2611;137;4
2611;138;9
2611;139;15
2611;140;28
2611;141;12
2611;142;17
2611;144;3
2611;145;1
2611;146;2
2611;147;1
2611;148;2
2611;135;4
2611;164;4
2611;165;2
2611;166;2
2611;136;2.079442
2611;149;3
2611;150;4
2611;151;3
2611;152;2
2611;153;3
2611;154;8
2611;155;16
2611;156;124
2611;160;3
2611;163;24
2612;162;68
2612;129;80
2612;130;181
2612;131;62
2612;132;148
2612;133;17
2612;137;3
2612;138;19
2612;139;59
2612;140;86
2612;141;33
2612;142;48
2612;144;11
2612;145;2
2612;146;2
2612;147;1
2612;148;4
2612;135;13
2612;164;14
2612;165;12
2612;166;13
2612;136;7.624619
2612;149;3
2612;150;13
2612;151;11
2612;152;4
2612;153;3
2612;154;16
2612;155;12
2612;156;346
2612;160;3
2612;163;28
2613;162;28
2613;129;34
2613;130;85
2613;131;36
2613;132;73
2613;133;14
2613;137;2
2613;138;7
2613;139;17
2613;140;30
2613;141;24
2613;142;35
2613;143;2
2613;144;5
2613;146;3
2613;147;1
2613;148;3
2613;135;8
2613;164;9
2613;165;4
2613;166;5
2613;136;3.871201
2613;149;4
2613;150;7
2613;151;8
2613;152;3
2613;153;4
2613;154;64
2613;155;8
2613;156;143
2613;160;4
2613;163;72
2614;162;30
2614;129;37
2614;130;83
2614;131;39
2614;132;68
2614;133;12
2614;137;4
2614;138;9
2614;139;18
2614;140;30
2614;141;23
2614;142;32
2614;143;1
2614;144;5
2614;145;1
2614;146;3
2614;147;1
2614;148;2
2614;135;7
2614;164;8
2614;165;4
2614;166;5
2614;136;3.465736
2614;149;8
2614;150;7
2614;151;7
2614;152;2
2614;153;3
2614;154;60
2614;155;16
2614;156;139
2614;160;3
2614;163;76
2615;162;39
2615;129;51
2615;130;128
2615;131;39
2615;132;104
2615;133;10
2615;137;4
2615;138;7
2615;139;29
2615;140;50
2615;141;38
2615;142;47
2615;144;7
2615;146;2
2615;147;1
2615;148;2
2615;135;8
2615;164;8
2615;165;3
2615;166;3
2615;136;4.852030
2615;149;6
2615;150;7
2615;151;7
2615;152;2
2615;153;2
2615;154;60
2615;155;16
2615;156;227
2615;160;2
2615;163;76
2616;162;30
2616;129;37
2616;130;80
2616;131;36
2616;132;66
2616;133;13
2616;137;4
2616;138;8
2616;139;17
2616;140;28
2616;141;24
2616;142;33
2616;143;1
2616;144;5
2616;145;1
2616;146;3
2616;147;1
2616;148;2
2616;135;7
2616;164;7
2616;165;4
2616;166;4
2616;136;3.465736
2616;149;7
2616;150;7
2616;151;7
2616;152;2
2616;153;2
2616;154;60
2616;155;16
2616;156;137
2616;160;2
