1374;1269;1197;25
1269;1374;1198;25
1374;58;1197;112
58;1374;1198;112
1374;109;1197;8
109;1374;1198;8
1374;87;1197;75
87;1374;1198;75
1374;272;1197;28
272;1374;1198;28
1374;758;1197;29
758;1374;1198;29
1374;215;1197;70
215;1374;1198;70
1374;1190;1197;14
1190;1374;1198;14
1374;225;1197;2
225;1374;1198;2
1374;719;1197;34
719;1374;1198;34
1374;126;1197;4
126;1374;1198;4
1374;88;1197;22
88;1374;1198;22
1374;89;1197;52
89;1374;1198;52
1374;1165;1197;20
1165;1374;1198;20
1374;71;1197;38
71;1374;1198;38
1374;129;1197;24
129;1374;1198;24
1374;234;1197;10
234;1374;1198;10
1374;1241;1197;6
1241;1374;1198;6
1374;1320;1197;3
1320;1374;1198;3
1374;576;1197;34
576;1374;1198;34
1374;479;1197;10
479;1374;1198;10
1374;125;1197;20
125;1374;1198;20
1374;199;1197;2
199;1374;1198;2
1374;1148;1197;6
1148;1374;1198;6
1374;638;1197;5
638;1374;1198;5
1374;634;1197;6
634;1374;1198;6
1374;577;1197;6
577;1374;1198;6
1374;578;1197;2
578;1374;1198;2
1374;118;1197;1
118;1374;1198;1
1374;231;1197;2
231;1374;1198;2
1374;622;1197;2
622;1374;1198;2
1374;1133;1197;14
1133;1374;1198;14
1374;1145;1197;15
1145;1374;1198;15
1374;115;1197;2
115;1374;1198;2
1374;1149;1197;2
1149;1374;1198;2
1374;738;1197;2
738;1374;1198;2
1374;90;1197;5
90;1374;1198;5
1374;1189;1197;4
1189;1374;1198;4
1374;739;1197;2
739;1374;1198;2
1374;623;1197;8
623;1374;1198;8
1374;1202;1197;5
1202;1374;1198;5
1374;1268;1197;4
1268;1374;1198;4
1374;1176;1197;9
1176;1374;1198;9
1374;108;1197;2
108;1374;1198;2
1374;106;1197;4
106;1374;1198;4
1374;1181;1197;2
1181;1374;1198;2
1374;117;1197;2
117;1374;1198;2
1374;110;1197;2
110;1374;1198;2
1374;745;1197;10
745;1374;1198;10
1374;94;1197;8
94;1374;1198;8
1374;2625;1197;3
2625;1374;1198;3
1374;665;1197;2
665;1374;1198;2
1374;2625;1195;1
2625;1374;1196;1
1374;93;1197;2
93;1374;1198;2
1374;1225;1197;3
1225;1374;1198;3
1374;1191;1197;6
1191;1374;1198;6
1374;105;1197;2
105;1374;1198;2
1374;579;1197;5
579;1374;1198;5
1374;1201;1197;4
1201;1374;1198;4
1374;1161;1197;1
1161;1374;1198;1
1374;226;1197;2
226;1374;1198;2
1374;70;1197;2
70;1374;1198;2
1374;123;1197;2
123;1374;1198;2
1374;1320;1195;1
1320;1374;1196;1
1374;1162;1197;1
1162;1374;1198;1
1374;116;1197;3
116;1374;1198;3
1382;104;1197;28
104;1382;1198;28
1382;708;1197;200
708;1382;1198;200
1382;720;1197;44
720;1382;1198;44
1382;89;1197;72
89;1382;1198;72
1382;1133;1197;4
1133;1382;1198;4
1382;87;1197;125
87;1382;1198;125
1382;1194;1197;8
1194;1382;1198;8
1382;1320;1195;1
1320;1382;1196;1
1382;58;1197;178
58;1382;1198;178
1382;1154;1195;12
1154;1382;1196;12
1382;576;1197;21
576;1382;1198;21
1382;754;1197;50
754;1382;1198;50
1382;724;1197;6
724;1382;1198;6
1382;1165;1197;8
1165;1382;1198;8
1382;215;1197;81
215;1382;1198;81
1382;109;1197;19
109;1382;1198;19
1382;1205;1197;2
1205;1382;1198;2
1382;282;1197;8
282;1382;1198;8
1382;1269;1197;18
1269;1382;1198;18
1382;623;1197;4
623;1382;1198;4
1382;278;1197;11
278;1382;1198;11
1382;758;1197;17
758;1382;1198;17
1382;277;1197;22
277;1382;1198;22
1382;199;1197;10
199;1382;1198;10
1382;74;1197;6
74;1382;1198;6
1382;1179;1197;12
1179;1382;1198;12
1382;280;1197;59
280;1382;1198;59
1382;71;1197;2
71;1382;1198;2
1382;1148;1197;21
1148;1382;1198;21
1382;573;1197;4
573;1382;1198;4
1382;88;1197;35
88;1382;1198;35
1382;94;1197;4
94;1382;1198;4
1382;103;1197;16
103;1382;1198;16
1382;577;1197;18
577;1382;1198;18
1382;1157;1197;3
1157;1382;1198;3
1382;481;1197;20
481;1382;1198;20
1382;1207;1197;2
1207;1382;1198;2
1382;1206;1197;6
1206;1382;1198;6
1382;1180;1197;10
1180;1382;1198;10
1382;1193;1197;4
1193;1382;1198;4
1382;116;1197;3
116;1382;1198;3
1382;110;1197;16
110;1382;1198;16
1382;268;1197;10
268;1382;1198;10
1382;719;1197;10
719;1382;1198;10
1382;135;1197;2
135;1382;1198;2
1382;145;1197;4
145;1382;1198;4
1382;1386;1197;1
1386;1382;1198;1
1382;1145;1197;4
1145;1382;1198;4
1382;90;1197;10
90;1382;1198;10
1382;1268;1197;10
1268;1382;1198;10
1382;622;1197;2
622;1382;1198;2
1382;1197;1197;2
1197;1382;1198;2
1382;1196;1197;2
1196;1382;1198;2
1382;2291;1195;1
2291;1382;1196;1
1382;578;1197;2
578;1382;1198;2
1382;272;1197;2
272;1382;1198;2
1382;579;1197;3
579;1382;1198;3
1382;479;1197;6
479;1382;1198;6
1382;637;1197;2
637;1382;1198;2
1382;161;1197;2
161;1382;1198;2
1382;1220;1197;2
1220;1382;1198;2
1382;1279;1197;1
1279;1382;1198;1
1382;1195;1197;2
1195;1382;1198;2
1382;1153;1197;3
1153;1382;1198;3
1382;97;1197;2
97;1382;1198;2
1382;1150;1197;3
1150;1382;1198;3
1382;93;1197;2
93;1382;1198;2
1382;129;1197;1
129;1382;1198;1
1382;1321;1195;1
1321;1382;1196;1
1382;1250;1197;2
1250;1382;1198;2
1382;1200;1197;2
1200;1382;1198;2
1382;638;1197;3
638;1382;1198;3
1382;127;1197;1
127;1382;1198;1
1382;21;1195;1
21;1382;1196;1
1382;2625;1195;1
2625;1382;1196;1
1382;768;1197;2
768;1382;1198;2
1382;112;1197;2
112;1382;1198;2
1382;14;1195;1
14;1382;1196;1
1382;265;1197;1
265;1382;1198;1
1382;1115;1197;1
1115;1382;1198;1
1382;2297;1195;1
2297;1382;1196;1
1382;1191;1197;1
1191;1382;1198;1
1382;1382;1149;3
1382;1382;1150;3
1382;57;1149;3
57;1382;1150;3
1382;1113;1149;1
1113;1382;1150;1
2240;2070;1161;180
2070;2240;1162;180
2240;39;1129;24
39;2240;1130;24
2240;2239;1121;7
2239;2240;1122;7
2240;2070;1167;59
2070;2240;1168;59
2240;37;1161;62
37;2240;1162;62
2240;2238;1121;5
2238;2240;1122;5
2240;2070;1163;1
2070;2240;1164;1
2240;3282;1121;1
3282;2240;1122;1
2240;2069;1143;5
2069;2240;1144;5
2240;3236;1121;1
3236;2240;1122;1
2240;3234;1121;1
3234;2240;1122;1
2240;2069;1161;1
2069;2240;1162;1
2240;2250;1121;1
2250;2240;1122;1
2240;2069;1125;1
2069;2240;1126;1
2240;2069;1129;2
2069;2240;1130;2
2240;2251;1121;1
2251;2240;1122;1
2240;3248;1125;4
3248;2240;1126;4
2240;37;1167;14
37;2240;1168;14
2240;2061;1121;9
2061;2240;1122;9
2240;2031;1121;1
2031;2240;1122;1
2240;37;1129;1
37;2240;1130;1
2240;2070;1129;1
2070;2240;1130;1
2241;37;1167;1
37;2241;1168;1
2241;37;1161;21
37;2241;1162;21
2241;39;1129;5
39;2241;1130;5
2241;2070;1161;9
2070;2241;1162;9
2241;37;1129;1
37;2241;1130;1
3138;3012;1143;97
3012;3138;1144;97
3138;3012;1161;182
3012;3138;1162;182
3138;37;1167;53
37;3138;1168;53
3138;37;1161;31
37;3138;1162;31
3138;2031;1121;4
2031;3138;1122;4
3138;3012;1167;126
3012;3138;1168;126
3138;2061;1121;12
2061;3138;1122;12
3138;3137;1121;1
3137;3138;1122;1
3138;3008;1161;53
3008;3138;1162;53
3138;3114;1121;1
3114;3138;1122;1
3138;3008;1129;5
3008;3138;1130;5
3138;3152;1121;3
3152;3138;1122;3
3138;3008;1143;3
3008;3138;1144;3
3138;3263;1121;2
3263;3138;1122;2
3138;3136;1121;1
3136;3138;1122;1
3138;3012;1129;2
3012;3138;1130;2
3138;37;1129;1
37;3138;1130;1
3139;37;1167;1
37;3139;1168;1
3139;37;1161;8
37;3139;1162;8
3139;39;1129;2
39;3139;1130;2
3139;3012;1161;2
3012;3139;1162;2
3139;37;1129;2
37;3139;1130;2
3139;3012;1129;2
3012;3139;1130;2
2229;2070;1167;15
2070;2229;1168;15
2229;37;1167;5
37;2229;1168;5
2229;2070;1161;26
2070;2229;1162;26
2229;2246;1121;2
2246;2229;1122;2
2229;2070;1129;2
2070;2229;1130;2
2229;37;1161;5
37;2229;1162;5
2229;39;1129;5
39;2229;1130;5
2229;2070;1163;1
2070;2229;1164;1
2229;3282;1121;1
3282;2229;1122;1
2229;2031;1121;1
2031;2229;1122;1
2229;37;1129;1
37;2229;1130;1
2242;2070;1167;11
2070;2242;1168;11
2242;2070;1161;32
2070;2242;1162;32
2242;34;1129;9
34;2242;1130;9
2242;39;1129;14
39;2242;1130;14
2242;2070;1129;19
2070;2242;1130;19
2242;3263;1121;6
3263;2242;1122;6
2242;2241;1121;1
2241;2242;1122;1
2242;37;1161;12
37;2242;1162;12
2242;37;1167;1
37;2242;1168;1
2242;37;1129;5
37;2242;1130;5
2231;37;1129;1
37;2231;1130;1
2231;2230;1121;1
2230;2231;1122;1
2231;2244;1121;1
2244;2231;1122;1
2231;37;1161;1
37;2231;1162;1
2235;2070;1167;6
2070;2235;1168;6
2235;2069;1161;6
2069;2235;1162;6
2235;2069;1125;6
2069;2235;1126;6
2235;2240;1121;1
2240;2235;1122;1
2235;2070;1161;4
2070;2235;1162;4
2235;37;1161;3
37;2235;1162;3
2235;37;1129;1
37;2235;1130;1
2235;2070;1129;1
2070;2235;1130;1
2235;2069;1129;1
2069;2235;1130;1
2236;2070;1167;4
2070;2236;1168;4
2236;37;1129;1
37;2236;1130;1
2236;2070;1129;1
2070;2236;1130;1
2236;37;1161;2
37;2236;1162;2
2237;2070;1161;10
2070;2237;1162;10
2237;37;1161;7
37;2237;1162;7
2237;2070;1129;1
2070;2237;1130;1
2237;39;1129;5
39;2237;1130;5
2237;37;1129;1
37;2237;1130;1
2233;37;1161;3
37;2233;1162;3
2233;2070;1161;2
2070;2233;1162;2
2233;37;1129;1
37;2233;1130;1
2234;3235;1121;1
3235;2234;1122;1
2234;2070;1167;2
2070;2234;1168;2
2234;2070;1161;4
2070;2234;1162;4
2234;34;1129;1
34;2234;1130;1
2234;39;1129;1
39;2234;1130;1
2234;37;1129;1
37;2234;1130;1
2234;2070;1129;1
2070;2234;1130;1
2234;37;1161;2
37;2234;1162;2
2232;2070;1161;1
2070;2232;1162;1
2232;37;1161;3
37;2232;1162;3
2232;2070;1167;1
2070;2232;1168;1
2232;37;1129;2
37;2232;1130;2
3141;3012;1167;2
3012;3141;1168;2
3141;3012;1143;3
3012;3141;1144;3
3141;2031;1121;2
2031;3141;1122;2
3141;3012;1161;4
3012;3141;1162;4
3141;3137;1121;1
3137;3141;1122;1
3141;37;1161;2
37;3141;1162;2
3141;3012;1129;2
3012;3141;1130;2
3141;37;1129;1
37;3141;1130;1
3141;39;1129;2
39;3141;1130;2
3140;3012;1161;10
3012;3140;1162;10
3140;3263;1121;2
3263;3140;1122;2
3140;37;1161;2
37;3140;1162;2
3140;3012;1129;2
3012;3140;1130;2
3140;37;1129;1
37;3140;1130;1
3140;39;1129;2
39;3140;1130;2
3144;3012;1143;3
3012;3144;1144;3
3144;3131;1121;1
3131;3144;1122;1
3144;37;1167;5
37;3144;1168;5
3144;3012;1167;7
3012;3144;1168;7
3144;3012;1161;9
3012;3144;1162;9
3144;37;1161;7
37;3144;1162;7
3144;3143;1121;2
3143;3144;1122;2
3144;3012;1129;2
3012;3144;1130;2
3144;37;1129;1
37;3144;1130;1
3146;37;1167;1
37;3146;1168;1
3146;3248;1129;1
3248;3146;1130;1
3146;2070;1129;1
2070;3146;1130;1
3146;37;1129;8
37;3146;1130;8
3146;3012;1161;17
3012;3146;1162;17
3146;3263;1121;3
3263;3146;1122;3
3146;3012;1167;4
3012;3146;1168;4
3146;39;1129;5
39;3146;1130;5
3146;3012;1129;6
3012;3146;1130;6
3146;37;1161;10
37;3146;1162;10
3131;3130;1121;1
3130;3131;1122;1
3131;3012;1129;2
3012;3131;1130;2
3131;3012;1167;3
3012;3131;1168;3
3131;37;1129;1
37;3131;1130;1
3131;37;1161;2
37;3131;1162;2
3132;3012;1167;3
3012;3132;1168;3
3132;3131;1121;1
3131;3132;1122;1
3132;37;1161;4
37;3132;1162;4
3132;3012;1161;3
3012;3132;1162;3
3132;39;1129;1
39;3132;1130;1
3132;3012;1129;2
3012;3132;1130;2
3132;37;1129;1
37;3132;1130;1
3135;3012;1167;4
3012;3135;1168;4
3135;3012;1161;2
3012;3135;1162;2
3135;3012;1129;2
3012;3135;1130;2
3135;37;1129;1
37;3135;1130;1
3135;37;1161;2
37;3135;1162;2
3148;3012;1161;6
3012;3148;1162;6
3148;3012;1143;2
3012;3148;1144;2
3148;3012;1129;2
3012;3148;1130;2
3148;37;1129;1
37;3148;1130;1
3148;37;1161;2
37;3148;1162;2
3142;37;1167;1
37;3142;1168;1
3142;37;1161;2
37;3142;1162;2
3142;3012;1129;2
3012;3142;1130;2
3142;3012;1161;1
3012;3142;1162;1
3142;3012;1167;1
3012;3142;1168;1
3142;37;1129;2
37;3142;1130;2
3109;37;1167;19
37;3109;1168;19
3109;3012;1161;94
3012;3109;1162;94
3109;3012;1143;28
3012;3109;1144;28
3109;3012;1167;56
3012;3109;1168;56
3109;3008;1161;49
3008;3109;1162;49
3109;37;1161;8
37;3109;1162;8
3109;3114;1121;1
3114;3109;1122;1
3109;3152;1121;3
3152;3109;1122;3
3109;3008;1143;3
3008;3109;1144;3
3109;3008;1129;5
3008;3109;1130;5
3109;3263;1121;1
3263;3109;1122;1
3109;3108;1121;1
3108;3109;1122;1
3109;3012;1129;2
3012;3109;1130;2
3109;37;1129;3
37;3109;1130;3
3110;37;1167;1
37;3110;1168;1
3110;37;1161;5
37;3110;1162;5
3110;39;1129;1
39;3110;1130;1
3110;37;1129;2
37;3110;1130;2
3254;39;1129;9
39;3254;1130;9
2040;2039;1121;1
2039;2040;1122;1
2040;39;1129;4
39;2040;1130;4
2039;2241;1121;2
2241;2039;1122;2
2039;37;1129;7
37;2039;1130;7
2039;2240;1121;1
2240;2039;1122;1
2039;37;1161;2
37;2039;1162;2
2039;39;1129;9
39;2039;1130;9
2039;2227;1121;1
2227;2039;1122;1
2039;37;1167;7
37;2039;1168;7
2041;39;1129;3
39;2041;1130;3
3247;37;1161;4
37;3247;1162;4
3247;3139;1121;2
3139;3247;1122;2
3247;37;1129;7
37;3247;1130;7
3247;3138;1121;1
3138;3247;1122;1
3247;3134;1121;1
3134;3247;1122;1
3247;39;1129;9
39;3247;1130;9
3247;37;1167;6
37;3247;1168;6
2958;3269;1121;1
3269;2958;1122;1
2958;2955;1121;1
2955;2958;1122;1
2958;3296;1121;1
3296;2958;1122;1
2958;37;1129;3
37;2958;1130;3
2958;3295;1121;1
3295;2958;1122;1
2960;2623;1161;3
2623;2960;1162;3
2960;2623;1167;1
2623;2960;1168;1
2960;37;1129;1
37;2960;1130;1
2960;2623;1129;2
2623;2960;1130;2
3005;2623;1161;9
2623;3005;1162;9
3005;2235;1121;1
2235;3005;1122;1
3005;2623;1167;3
2623;3005;1168;3
3005;37;1161;1
37;3005;1162;1
3005;2997;1121;1
2997;3005;1122;1
3005;2998;1121;1
2998;3005;1122;1
3005;37;1129;2
37;3005;1130;2
3005;2623;1129;2
2623;3005;1130;2
2985;2623;1161;19
2623;2985;1162;19
2985;37;1167;6
37;2985;1168;6
2985;2982;1121;1
2982;2985;1122;1
2985;37;1161;6
37;2985;1162;6
2985;2983;1121;1
2983;2985;1122;1
2985;2979;1121;1
2979;2985;1122;1
2985;2623;1167;2
2623;2985;1168;2
2985;3263;1121;1
3263;2985;1122;1
2985;2984;1121;1
2984;2985;1122;1
2985;2971;1121;1
2971;2985;1122;1
2985;2623;1129;2
2623;2985;1130;2
2985;37;1129;2
37;2985;1130;2
2985;39;1129;1
39;2985;1130;1
2999;2997;1121;3
2997;2999;1122;3
2999;37;1167;6
37;2999;1168;6
2999;39;1129;2
39;2999;1130;2
2999;2623;1161;13
2623;2999;1162;13
2999;37;1161;4
37;2999;1162;4
2999;3263;1121;1
3263;2999;1122;1
2999;2623;1167;1
2623;2999;1168;1
2999;2998;1121;1
2998;2999;1122;1
2999;2971;1121;1
2971;2999;1122;1
2999;2996;1121;1
2996;2999;1122;1
2999;2623;1129;2
2623;2999;1130;2
2999;37;1129;2
37;2999;1130;2
3003;37;1129;1
37;3003;1130;1
3003;1113;1129;1
1113;3003;1130;1
3003;3002;1121;1
3002;3003;1122;1
3001;37;1129;1
37;3001;1130;1
3001;3259;1121;1
3259;3001;1122;1
3001;2999;1121;1
2999;3001;1122;1
2989;2623;1161;15
2623;2989;1162;15
2989;37;1167;3
37;2989;1168;3
2989;37;1161;7
37;2989;1162;7
2989;3263;1121;1
3263;2989;1122;1
2989;3279;1121;1
3279;2989;1122;1
2989;2983;1121;1
2983;2989;1122;1
2989;2623;1167;2
2623;2989;1168;2
2989;2984;1121;1
2984;2989;1122;1
2989;37;1129;1
37;2989;1130;1
2989;2623;1129;2
2623;2989;1130;2
3000;2623;1161;12
2623;3000;1162;12
3000;37;1167;3
37;3000;1168;3
3000;2999;1121;1
2999;3000;1122;1
3000;37;1161;5
37;3000;1162;5
3000;2623;1167;1
2623;3000;1168;1
3000;2998;1121;1
2998;3000;1122;1
3000;37;1129;2
37;3000;1130;2
3000;2623;1129;2
2623;3000;1130;2
2986;2985;1121;1
2985;2986;1122;1
2986;2623;1161;10
2623;2986;1162;10
2986;37;1161;5
37;2986;1162;5
2986;37;1167;2
37;2986;1168;2
2986;37;1129;1
37;2986;1130;1
2986;2623;1129;2
2623;2986;1130;2
2988;2623;1161;30
2623;2988;1162;30
2988;37;1167;7
37;2988;1168;7
2988;2623;1167;3
2623;2988;1168;3
2988;37;1161;10
37;2988;1162;10
2988;2971;1121;1
2971;2988;1122;1
2988;2984;1121;1
2984;2988;1122;1
2988;37;1129;1
37;2988;1130;1
2988;2623;1129;2
2623;2988;1130;2
3004;2623;1161;5
2623;3004;1162;5
3004;2997;1121;1
2997;3004;1122;1
3004;2623;1167;1
2623;3004;1168;1
3004;2998;1121;1
2998;3004;1122;1
3004;37;1129;1
37;3004;1130;1
3004;2623;1129;2
2623;3004;1130;2
2961;2623;1161;5
2623;2961;1162;5
2961;2954;1121;1
2954;2961;1122;1
2961;3266;1121;1
3266;2961;1122;1
2961;37;1129;1
37;2961;1130;1
2961;2623;1129;2
2623;2961;1130;2
2968;2623;1161;4
2623;2968;1162;4
2968;37;1129;1
37;2968;1130;1
2968;2623;1129;2
2623;2968;1130;2
2990;2623;1161;4
2623;2990;1162;4
2990;37;1161;1
37;2990;1162;1
2990;2981;1121;1
2981;2990;1122;1
2990;37;1129;1
37;2990;1130;1
2990;2623;1129;2
2623;2990;1130;2
2949;2991;1121;1
2991;2949;1122;1
2949;3006;1121;1
3006;2949;1122;1
2949;37;1129;1
37;2949;1130;1
2949;2623;1129;2
2623;2949;1130;2
2949;2623;1161;1
2623;2949;1162;1
2991;2623;1161;8
2623;2991;1162;8
2991;3296;1121;4
3296;2991;1122;4
2991;2971;1121;1
2971;2991;1122;1
2991;3290;1121;1
3290;2991;1122;1
2991;3139;1121;1
3139;2991;1122;1
2991;37;1129;1
37;2991;1130;1
2991;2623;1129;2
2623;2991;1130;2
3006;3296;1121;4
3296;3006;1122;4
3006;2623;1161;12
2623;3006;1162;12
3006;3290;1121;1
3290;3006;1122;1
3006;2971;1121;1
2971;3006;1122;1
3006;2241;1121;1
2241;3006;1122;1
3006;2997;1121;1
2997;3006;1122;1
3006;2623;1167;1
2623;3006;1168;1
3006;2998;1121;1
2998;3006;1122;1
3006;37;1129;1
37;3006;1130;1
3006;2623;1129;2
2623;3006;1130;2
2969;2623;1161;6
2623;2969;1162;6
2969;37;1129;1
37;2969;1130;1
2969;2623;1129;2
2623;2969;1130;2
2970;2971;1121;1
2971;2970;1122;1
2970;2623;1161;3
2623;2970;1162;3
2970;2623;1167;2
2623;2970;1168;2
2970;37;1129;1
37;2970;1130;1
2970;2623;1129;2
2623;2970;1130;2
2031;39;1129;5
39;2031;1130;5
2061;2046;1125;9
2046;2061;1126;9
2061;2062;1121;1
2062;2061;1122;1
2061;2063;1121;1
2063;2061;1122;1
2061;39;1129;2
39;2061;1130;2
2061;57;1129;2
57;2061;1130;2
2227;37;1129;1
37;2227;1130;1
2227;2228;1121;1
2228;2227;1122;1
3134;37;1129;1
37;3134;1130;1
3134;3133;1121;1
3133;3134;1122;1
2228;2231;1121;1
2231;2228;1122;1
2228;2070;1167;23
2070;2228;1168;23
2228;39;1129;5
39;2228;1130;5
2228;2070;1161;17
2070;2228;1162;17
2228;34;1129;12
34;2228;1130;12
2228;37;1167;6
37;2228;1168;6
2228;3248;1125;1
3248;2228;1126;1
2228;2241;1121;1
2241;2228;1122;1
2228;37;1161;12
37;2228;1162;12
2228;2070;1129;11
2070;2228;1130;11
2228;3257;1123;1
3257;2228;1124;1
2228;37;1129;6
37;2228;1130;6
2228;3256;1123;1
3256;2228;1124;1
3133;37;1161;6
37;3133;1162;6
3133;39;1129;2
39;3133;1130;2
3133;37;1167;6
37;3133;1168;6
